comment,sentiment,confidence
Such a great tutorial to understand k8s for beginners.,Positive,0.897
I have listened to half of it so far. But I should say that it was amazing. Thank you.,Positive,0.911
Thank you so much! Top quality course!,Positive,0.946
Exceptionally well done. Three cheers to Nana!,Positive,0.783
Amazing and straight to subject. Great tutorial. Thank you.,Positive,0.985
"i can't believe how great you are, it's literally the best material over all internet .",Positive,0.862
"Great work, Nana. Thank you for sharing the very helpful knowledge.",Positive,0.983
This is wonderful. I am grateful for this awesome course!!!,Positive,0.878
"კარგი გაკეთებულია! პრინციპულად ვუყურე 4 საათი :)
წარმატებები!",Neutral,0.448
"In dockerhub we push same image with some updates. In deployment we tried with recreate,handlers .It is pulling latest image but not updating in containers.For this scenario please help me.",Neutral,0.493
Thank you for this course..It is helped so much.,Positive,0.954
"I am LOVING your content Nana!  You’re putting out consistently excellent tutorials that are easy to understand, check all the contextual/conceptual AND practical boxes - OUTSTANDING!  Thank you so much for helping me to continually learn and expand my skillset and knowledge base!


FYI:  I installed the Microsoft Kubernetes extension for VS Code and it makes the job of creating YAML deployment and service files SUPER easy and takes care of all the pesky formatting automatically!  😊",Positive,0.813
"Very good course excellent teaching skills, any chance to get the yaml files you used on the examples anywhere?",Positive,0.68
Thank you so much for this,Positive,0.945
"I can put a like 👍 before even starting the course, I love all your courses, thank you for your time !",Positive,0.951
Awesome One.,Positive,0.96
"Nana, you are a genius, and a natural one! Thanks for putting this together. I wonder if you have any more contents on Pods obtaining certificates from the local PKI for authentication and more, without resorting to Vault or the like. This is the next part of the search I am doing now, and that is how to integrate with our existing PKI.",Positive,0.571
"best k8s course ever
.",Positive,0.934
This is gold! Thank you so much! 💜,Positive,0.93
"Your video works wonder with the way my mind work. Big thanks Nana.
I have a question at 1:38:18 about ConfigMap to use mongodb-service to allow mongo-express to be connected with mongodb using the service. What if i want to use separate ip and port of a service as a config map key-value instead of URL. Example use case is a nodejs app to mysql db. Thank you!",Positive,0.534
While taking etcd backup and restore i couldn't able to found manifest file /etc/kubernets/manifest. Where and how can i ffind these files ?,Positive,0.524
while upgrading the cluster on exam i got admin.conf not found. Can you help me here what might went wrong ?,Negative,0.482
JSONPath : how to exclude tainted nodes from get nodes,Neutral,0.486
Make a video on kubectl patch / kubectl edit please with record,Positive,0.52
Can you add video on CKA course on  network policy with namespaces please [from pod or another ns on particular port],Positive,0.506
"For those of you who are on windows, if you cannot install ingress, simply upgrade minikube(+ kubernetes + kubectl) to version at least 1.17.0.",Neutral,0.455
This is a great in depth overview. This is just what I needed to get up to speed on a project,Positive,0.691
You are a super hero to me!,Positive,0.625
"Most complete course of the best quality. Great information structure, on point illustration. One of the best channels I've seen so far on YT",Positive,0.899
Really Good,Positive,0.978
You are one of the best teacher I ever seen. Thanks lot. This is great video.,Positive,0.976
"Nana I want to make a useful suggestion for the part titled ""K8s YAML Configuration File"". In all the books that I have looked, the same bad habit is present, and you also have it in your video (your video is  generally is very good , on most aspects). You have the app: nginx , and  in the specification of the container you have name:nginx . For this simple case it may not be harmful and does not make things difficult to understand , but there are so many cases that this habit of using the same name for different objects can obscure understanding that every time I see it I want to scream! So it would be perfect if you had 
name:nginx-cont
as name for the container. 
Generally remember that practice for your future videos!",Positive,0.526
what a wonderful tutorial you' ve done. Congrats!,Positive,0.846
"Hi Nana, Very impressed  with your tutorial and content, Can you please share me your ppt?",Positive,0.662
Great content mam. Thank you,Positive,0.975
Great Course. Now I need to build some sample architectures and gain confidence. Why dont you put all your DevOps Courses on Udemy? or Oreilly? Or Linkedin? so it can be affordable for us? 1900 is huge investment before  we can see an actual growth in our careers.,Positive,0.743
"@TechWorld with Nana
It might be a stupid question but I am not able to deploy an image - Win10 home (Virtualbox) error: unknown flag --image
minikube kubectl create deployment mongo-deply --image=mongo
Any Advice",Neutral,0.411
Great work Nana! Thanks!,Positive,0.995
"This is just perfect, thank you Nana for this content !",Positive,0.914
My Progress 3:14:10,Neutral,0.653
This is superb. Very clear and easy follow. Thanks!,Positive,0.893
will you be adding monitoring tutorials in your devops bootcamp?,Positive,0.548
"After seeing the kubernetes logo I realized that the word kubernetes comes from the greek 'κυβερνήτης' which means captain (of a ship).
Similarly, Istio is the greek word 'Ιστίο' which means sail.
Prometheus is also part of Greek mythology.
DevOps people must like Greece after all :P",Neutral,0.501
"Thanks for your Content! 

If i loose my Application, do I have to change the UID for the new application to the old UID for matching the database?",Neutral,0.49
"Hi Nana, this was very helpful. Just a note/update: Ingress yaml file is not compatible with version 1.20. I set up below to make it work.

#yaml file for version 1.20
apiVersion: networking.k8s.io/v1
kind: Ingress
metadata:
  name: dashboard-ingress
  namespace: kubernetes-dashboard
spec:
  rules:
    - host: ""dashboard.com""
      http:
        paths: 
        - pathType: Prefix
          path: ""/""
          backend:
            service:
              name: kubernetes-dashboard
              port: 
                number: 80",Neutral,0.565
"You are simply amazing! what a great course! So easy to understand,  you get straight into the point unlike other online k8 courses where they feed too much of theory before getting to the topic.",Positive,0.803
